epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1041.34,0.56204,0.36736,0.86318,0.96913,0.98273,0.98679,0.8414,0.6637,0.39747,0.87917,0.000477043,0.000477043,0.000477043
26,1082.67,0.55645,0.35496,0.85825,0.99429,0.99224,0.99307,0.87274,0.63045,0.3441,0.8532,0.000459045,0.000459045,0.000459045
27,1124.02,0.55613,0.3497,0.85694,0.9955,0.99083,0.99244,0.87598,0.5964,0.34238,0.84616,0.000441047,0.000441047,0.000441047
28,1165.54,0.56019,0.35199,0.85937,0.98568,0.99374,0.99368,0.8661,0.6265,0.36757,0.85083,0.000423049,0.000423049,0.000423049
29,1206.85,0.54275,0.34063,0.85716,0.93338,0.98436,0.98596,0.85584,0.60246,0.40494,0.85056,0.00040505,0.00040505,0.00040505
30,1248.15,0.54599,0.33773,0.85733,0.97148,0.98797,0.98797,0.85221,0.63648,0.37904,0.88421,0.000387052,0.000387052,0.000387052
31,1289.51,0.54544,0.34247,0.85521,0.98335,0.99635,0.99423,0.87578,0.60595,0.35775,0.84313,0.000369054,0.000369054,0.000369054
32,1331,0.53348,0.33473,0.85448,0.99211,0.98898,0.99244,0.87618,0.58949,0.33559,0.84032,0.000351056,0.000351056,0.000351056
33,1372.56,0.53474,0.33639,0.85147,0.98947,0.9981,0.99389,0.87396,0.60978,0.3412,0.84528,0.000333058,0.000333058,0.000333058
34,1413.92,0.52951,0.32843,0.85055,0.99296,0.9981,0.99459,0.87435,0.6023,0.32776,0.84929,0.000315059,0.000315059,0.000315059
35,1455.23,0.53432,0.32011,0.8541,0.99828,0.99412,0.99457,0.86736,0.61662,0.3354,0.85443,0.000297061,0.000297061,0.000297061
36,1496.55,0.53216,0.32336,0.84962,0.99397,0.99776,0.99456,0.88105,0.57612,0.32057,0.84312,0.000279063,0.000279063,0.000279063
37,1538.04,0.52266,0.31974,0.84863,0.99789,0.99957,0.995,0.87887,0.57357,0.30944,0.84182,0.000261065,0.000261065,0.000261065
38,1579.35,0.51273,0.31332,0.84934,0.99428,0.99899,0.995,0.88269,0.57479,0.31156,0.84176,0.000243067,0.000243067,0.000243067
39,1620.85,0.51501,0.30897,0.84547,0.99329,0.99751,0.99496,0.88509,0.58005,0.30996,0.84227,0.000225068,0.000225068,0.000225068
40,1662.39,0.50715,0.30154,0.84628,0.99612,0.99523,0.99464,0.88794,0.5875,0.31783,0.84103,0.00020707,0.00020707,0.00020707
41,1705.05,0.54536,0.30475,0.83732,0.99608,0.99534,0.99434,0.88542,0.57951,0.31039,0.83786,0.000189072,0.000189072,0.000189072
42,1746.22,0.53638,0.29733,0.83151,0.99776,0.99309,0.99282,0.88636,0.5795,0.30481,0.83813,0.000171074,0.000171074,0.000171074
43,1787.31,0.53391,0.29303,0.83213,0.99778,0.99528,0.99371,0.87983,0.58611,0.30445,0.83869,0.000153076,0.000153076,0.000153076
44,1828.43,0.54134,0.29702,0.83445,0.99744,0.99284,0.99427,0.88509,0.56848,0.30186,0.8291,0.000135077,0.000135077,0.000135077
45,1869.5,0.5262,0.2856,0.82546,0.99477,0.99675,0.99462,0.88191,0.57229,0.30159,0.83865,0.000117079,0.000117079,0.000117079
46,1910.61,0.52645,0.28482,0.82798,0.99386,0.99085,0.99231,0.88617,0.57406,0.29723,0.83941,9.9081e-05,9.9081e-05,9.9081e-05
47,1951.7,0.52402,0.28089,0.83018,0.99417,0.99742,0.99464,0.88269,0.57229,0.29215,0.83664,8.10828e-05,8.10828e-05,8.10828e-05
48,1992.71,0.52049,0.27533,0.82645,0.99794,0.99641,0.99442,0.8896,0.55098,0.28759,0.83483,6.30846e-05,6.30846e-05,6.30846e-05
49,2033.96,0.51195,0.27109,0.82792,0.99794,0.99641,0.99441,0.8891,0.55208,0.28265,0.83411,4.50864e-05,4.50864e-05,4.50864e-05
50,2074.98,0.51062,0.26823,0.82364,0.99794,0.99641,0.99442,0.89082,0.54872,0.28375,0.8307,2.70882e-05,2.70882e-05,2.70882e-05
